apodized_mask,apodized_mask_mean,apodized_support_fraction,bin,binary_mask_fraction,clean_map,counts_map,counts_sum,delta_map,delta_rms_after_mono_dipole,delta_rms_before_mono_dipole,dipole_x_fit,dipole_y_fit,dipole_z_fit,lowell_lmax,lowell_lmin,lowell_map,lowell_weighted_mean_before_norm,lowell_weighted_rms_before_norm,monopole_fit,nside,support_fraction,support_pixels,weighted_delta_mean_after_mono_dipole,weighted_delta_mean_before_mono_dipole,weighted_mean_count,z_max,z_min
data/LSS/maps/twompz_galactic_cut_apodized_mask_prod_nside64_lowell_update_20260425.npy,0.6585404160628524,0.7053629557291666,z_0_0p1,0.6585693359375,data/LSS/maps/twompz_z_0_0p1_prod_nside64_lowell_update_20260425_mono_dipole_removed.npy,data/LSS/maps/twompz_z_0_0p1_prod_nside64_lowell_update_20260425_counts.npy,630991.0,data/LSS/maps/twompz_z_0_0p1_prod_nside64_lowell_update_20260425_delta.npy,0.6474451653542532,0.6489023469725084,-0.043892898976667954,-0.02139344326849569,-0.06974687305482573,12,2,data/LSS/maps/twompz_z_0_0p1_prod_nside64_lowell_update_20260425_lowell.npy,0.00108930111151377,0.17625625938363326,2.085806017635701e-16,64,0.7053629557291666,34670,-2.941636286642834e-17,1.8066915402291433e-16,14.179351092935551,0.1,0.0
data/LSS/maps/twompz_galactic_cut_apodized_mask_prod_nside64_lowell_update_20260425.npy,0.6585404160628524,0.7053629557291666,z_0p1_0p2,0.6585693359375,data/LSS/maps/twompz_z_0p1_0p2_prod_nside64_lowell_update_20260425_mono_dipole_removed.npy,data/LSS/maps/twompz_z_0p1_0p2_prod_nside64_lowell_update_20260425_counts.npy,279879.0,data/LSS/maps/twompz_z_0p1_0p2_prod_nside64_lowell_update_20260425_delta.npy,0.6163769047589742,0.6165023098732424,-0.012965472250085082,0.004406909582273703,-0.020309678288501366,12,2,data/LSS/maps/twompz_z_0p1_0p2_prod_nside64_lowell_update_20260425_lowell.npy,-0.00020227111496747956,0.11701392905033643,1.3842377583754679e-16,64,0.7053629557291666,34670,-6.673562918950906e-17,7.288233187801647e-17,6.671007053970722,0.2,0.1
