bin,n_nulls,null_hd_corr_mean,null_hd_corr_std,null_l2_mean,null_l2_std,real_abs_hd_corr_percentile,real_hd_corr,real_hd_corr_z,real_l2_z
z_0_0p1,128,-0.5398920342787659,0.14167671273550697,0.0418457566837058,0.006236569182439493,0.0078125,-0.10272406950889923,3.085672700396469,73.6942039972308
z_0p1_0p2,128,-0.24304855327751695,0.20351172750936944,0.03759649527981855,0.0064059517477536776,0.3359375,-0.21242493526076867,0.15047593763528155,96.56575650552787
